id,created_at,text
813036686036836352,2016-12-25 15:00:26,You won't always get the category bonus points you might be expecting — here's why: https://t.co/WW3F3PsW04
813029040244355073,2016-12-25 14:30:03,Could those lucrative sign-up bonuses be going away? Some predictions on the state of credit cards in 2017: https://t.co/V9ZZExRbtG
813021618201120769,2016-12-25 14:00:33,This reader used her points for an incredible Christmas trip to Hawaii. Where are you spending the holiday this year?https://t.co/cRDNiExZDg
813013945250447360,2016-12-25 13:30:04,"Fly AA's best business class for the price of coach, a big airline breakup, new hotel elite benefits and more: https://t.co/r99ymgMoG4"
813006448070459394,2016-12-25 13:00:16,Frustrated with loyalty program changes? It could pay to speak up: https://t.co/EPc8lNeyhq
812998833844142084,2016-12-25 12:30:01,Attention road warriors: Here's how to travel constantly without looking exhausted: https://t.co/hIvgSp33ur
812991321195548673,2016-12-25 12:00:10,This new tool makes it easier than ever to find (and book) cheap flights: https://t.co/NojSLWWTnX
812908236504494080,2016-12-25 06:30:01,East Coast to West Coast in under 4 hours? The rule against it could soon disappear: https://t.co/LTkzij5cPC
812900702343299075,2016-12-25 06:00:05,"Does it make sense for you to get the Chase Sapphire Reserve card, despite the high annual fee? We do the math:… https://t.co/2rs5J2Nhb7"
812893135466627073,2016-12-25 05:30:00,Planning a honeymoon anytime soon? These 10 hotels around the world will give you the biggest bang for your buck: https://t.co/dMhJwqr8mA
812885333327118336,2016-12-25 04:59:00,"Looking to fly business class with a companion? From AA's 777 to Etihad's A380, here are some of your best options: https://t.co/QGjUFX1kmc"
812878036584501248,2016-12-25 04:30:01,United's super-top-tier elite status can be incredibly rewarding: https://t.co/PYnH7ZzEaD
812870495293030404,2016-12-25 04:00:03,The cabin of this Boeing test plane doesn't look anything like the 737 you're used to flying: https://t.co/lkMouNXDOH
812862936574291968,2016-12-25 03:30:00,"Sure, most US airport lounges kinda stink — but you'll definitely want to make time to visit these: https://t.co/HSNbwARV5I"
812855395878367232,2016-12-25 03:00:03,These secret fare discounts with Amex can save you thousands on travel with American Airlines: https://t.co/QqacXSnLF1
812847837725806592,2016-12-25 02:30:01,It's never too early (or too late!) to start planning your next great trip. Here's where you should go in 2017: https://t.co/WaD2uGoIv8
812839657180381184,2016-12-25 01:57:30,Just $156 round-trip for nonstop flights from NYC to Cancun — best fare we've seen! Travel through May 2017: https://t.co/vl8VYdrHpR
812833261009268736,2016-12-25 01:32:05,@spicysoulkalei use cap one/ arrival plus points to pay for the seaplanes/hotel charges https://t.co/Z46ROEV4Lx
812832739401547776,2016-12-25 01:30:01,"How I got more than $7,000 in value from my Chase Sapphire Reserve sign-up bonus (with points to spare): https://t.co/m3giXU1p3A"
812830126245351424,2016-12-25 01:19:38,MERRY CHRISTMAS❤️🌴🌲 BRB gotta help Santa deliver gifts to all these little atolls 😜 @ Indian Ocean https://t.co/MgfjJSH3Ka
812825193265725440,2016-12-25 01:00:02,"American’s route network is pretty extensive, but some of these destinations probably aren’t on your radar: https://t.co/qxRtl5sCpJ"
812817638921568256,2016-12-25 00:30:01,"Review: We know Cathay Pacific's fantastic in first and business class, but what's the experience like in economy? https://t.co/RqvwnigD6P"
812810100834443264,2016-12-25 00:00:03,You can leave the Zika worries behind when you plan a trip to any of these four beach spots: https://t.co/uGjImgF7Zo
812802538990870532,2016-12-24 23:30:01,"Head to these 5 international locales for a better-value winter getaway, all thanks to the strong US dollar: https://t.co/3bY6zkxaev"
812795023691485185,2016-12-24 23:00:09,"What to expect in aviation, loyalty programs and credit card offers in 2017 — so you can start planning now: https://t.co/DlsYTqxnLc"
812787442528952320,2016-12-24 22:30:01,Even 4-engined planes can struggle to take off — and this A340 came dangerously close to a tail strike: https://t.co/FJAyCItSja
812779922846613504,2016-12-24 22:00:08,Elite status isn't your only option for scoring cheap hotel upgrades: https://t.co/eygdT12kqJ
812772340945842177,2016-12-24 21:30:01,Flying for the holidays? Better check with your airline for delays or cancellations in these parts of the US: https://t.co/xFdxWydSHM
812764801638268928,2016-12-24 21:00:03,"A secret lounge, Maybachs and other perks United offers to A-listers (and some Global Services members) at LAX: https://t.co/voZ17TDUTo"
812757243485679616,2016-12-24 20:30:01,Here's a look at 10 travel-related questions people Googled the most this year: https://t.co/plbdhpbhCB
812749715997650948,2016-12-24 20:00:07,This is why they tell you to put your tray table in the upright position: https://t.co/MjoRqGlvhe
812742143773147137,2016-12-24 19:30:01,That credit card you’ve been eyeing? Remember that its elevated sign-up bonus won’t be around forever #TPGtip: https://t.co/uFVzoMZDt9
812734613818920960,2016-12-24 19:00:06,Getting ready for a trip to Rome? Here are 10 tips for visiting Italy's capital city you probably haven't heard yet: https://t.co/6hePbCG0av
812727046891864064,2016-12-24 18:30:02,This Galaxy Note prank caused quite a stir on a Virgin America transcon. The FAA is not messing around: https://t.co/J5Otog5yGr
812719537527422976,2016-12-24 18:00:12,It's been a contentious relationship to say the least... this airline marriage just wasn't meant to be: https://t.co/6IT9jGU3xb
812711960353579008,2016-12-24 17:30:05,"Whether you realize it or not, people are probably judging your travel photos. Some tips for posting them tactfully: https://t.co/R0rV6sEKSv"
812704473822982144,2016-12-24 17:00:20,Buy economy (from just $68 one-way) and fly in the best business-class seat in AA's fleet on these upcoming flights: https://t.co/3kzJQ6CDFo
812689349695377408,2016-12-24 16:00:14,150 flights have been cancelled so far due to a walkout by Korean Air pilots: https://t.co/jdPilgenrr
812681761339670528,2016-12-24 15:30:05,"Price trumps all when it comes to Las Vegas hotels, with the most popular one starting at just $20 per night: https://t.co/zzaNsewY8Q"
812674282878861312,2016-12-24 15:00:22,"Heading to Hong Kong, Taipei, Tokyo, Bangkok or rural Thailand? Visit these five food markets for a real treat: https://t.co/1BsGf1k3kO"
812672303490338816,2016-12-24 14:52:30,Forget cookies- I'm leaving Maldivian lobster for Santa this year hoping it's enough to FINALLY… https://t.co/zacChxlHUP
812666644875055104,2016-12-24 14:30:01,Use it or lose it! Just 8 days until these travel and credit card deals vanish — along with 2016: https://t.co/aP7f1Ai055
812659145488863232,2016-12-24 14:00:13,Could those lucrative sign-up bonuses be going away? Some predictions on the state of credit cards in 2017: https://t.co/V9ZZExRbtG
812651550476816385,2016-12-24 13:30:02,"A surprisingly excellent (albeit quirky) business-class Dreamliner flight to Asia, with an unbeatable price tag: https://t.co/FMq1VNMats"
812644047814885376,2016-12-24 13:00:13,"Fly AA's best business class for the price of coach, a big airline breakup, new hotel elite benefits and more: https://t.co/r99ymgMoG4"
812636449321447424,2016-12-24 12:30:02,What you need to know about a big change coming to airport security in 2018: https://t.co/2Nwnk1PA8F
812628925587357696,2016-12-24 12:00:08,Attention road warriors: Here's how to travel constantly without looking exhausted: https://t.co/hIvgSp33ur
812545849490341888,2016-12-24 06:30:01,Flying JetBlue Mint for the holidays? You can expect a pretty phenomenal experience on board: https://t.co/LtAS1gpPs5
812538303102779393,2016-12-24 06:00:02,East Coast to West Coast in under 4 hours? The rule against it could soon disappear: https://t.co/LTkzij5cPC
812530750235021312,2016-12-24 05:30:01,Free booze — one thing that can make flying economy much more pleasant: https://t.co/zMcmQ6jg5y
812522945520291841,2016-12-24 04:59:00,Planning a honeymoon anytime soon? These 10 hotels around the world will give you the biggest bang for your buck: https://t.co/dMhJwqr8mA
812515648664379397,2016-12-24 04:30:01,Planning a trip to Paris? Here are 10 tips for visiting the City of Light you probably won’t find in a guidebook: https://t.co/2SfOjCzUyY
812508105791643648,2016-12-24 04:00:02,United's super-top-tier elite status can be incredibly rewarding: https://t.co/PYnH7ZzEaD
812500570003111937,2016-12-24 03:30:06,Don't waste your time in mile-long airport security lines — there's a better way: https://t.co/ppSwGx3URY
812493013473783808,2016-12-24 03:00:04,"Sure, most US airport lounges kinda stink — but you'll definitely want to make time to visit these: https://t.co/HSNbwARV5I"
812477938675355649,2016-12-24 02:00:10,It's never too early (or too late!) to start planning your next great trip. Here's where you should go in 2017: https://t.co/WaD2uGoIv8
812471496249479168,2016-12-24 01:34:34,@_NPH_ it lists the transfer fees for all points hotels in one spot and ways to use points to pay for them
812470877107474436,2016-12-24 01:32:06,"The days are slow, but time goes quickly in paradise @ Park Hyatt Maldives Hadahaa https://t.co/Sz5ZIIcHN0"
812470353863786497,2016-12-24 01:30:01,"Next time you're in Madrid, take a Tesla around town as part of Uber's new service, UberONE: https://t.co/75MFh3QXfg"
812462816674349056,2016-12-24 01:00:04,"How I got more than $7,000 in value from my Chase Sapphire Reserve sign-up bonus (with points to spare): https://t.co/m3giXU1p3A"
812461965008310272,2016-12-24 00:56:41,Looks like Garuda pulled that crazy 90% award discount (h/t @Drofcredit ). Did anyone manage to book?
812447741292974081,2016-12-24 00:00:10,"Review: We know Cathay Pacific's fantastic in first and business class, but what's the experience like in economy? https://t.co/RqvwnigD6P"
812440161145470976,2016-12-23 23:30:03,Tag along as I use points to fly an inspiring Nobel laureate to help youth in Cape Town with @peacejam: https://t.co/yD0Oej4866
812432612144848896,2016-12-23 23:00:03,"Head to these 5 international locales for a better-value winter getaway, all thanks to the strong US dollar: https://t.co/3bY6zkxaev"
812425062917820416,2016-12-23 22:30:03,"Redeeming points for a hotel in the Maldives? Be prepared for hefty fees, totaling hundreds of dollars per person: https://t.co/3R5zMZtmJa"
812417557990961152,2016-12-23 22:00:14,Even 4-engined planes can struggle to take off — and this A340 came dangerously close to a tail strike: https://t.co/FJAyCItSja
812402443157983232,2016-12-23 21:00:10,Flying for the holidays? Better check with your airline for delays or cancellations in these parts of the US: https://t.co/xFdxWydSHM
812387337984417792,2016-12-23 20:00:09,Here's a look at 10 travel-related questions people Googled the most this year: https://t.co/plbdhpbhCB
812372235558277120,2016-12-23 19:00:08,That credit card you’ve been eyeing? Remember that its elevated sign-up bonus won’t be around forever #TPGtip: https://t.co/uFVzoMZDt9
812364674889089025,2016-12-23 18:30:06,Still looking for the perfect last-minute holiday gift? TPG's favorite flight attendant is here to help: https://t.co/1tPtcU8iWa
